Charles Dickens (1812-1870);Gads Hill Place, Higham;Gads Hill Place, Gravesend Rd, Higham, Rochester ME3 7PA;51.4111779;0.4573244;‘I used to look at it as a wonderful Mansion.’ Charles Dickens (1812-1870) famously first saw Gads Hill Place in 1821, as a 9 year old boy. He remained impressed by the house and bought it in 1856, thirty-five years after first laying eyes on it. In 1857, Dickens was visited here by Danish author and poet Hans Christian Andersen (1805-1875). The house remained Dickens’ country home until his death in 1870. Today the house is an independent school.;South East;-
Charles Dickens (1812-1870);Ossulston Street, London;150 Ossulston St, Kings Cross, London NW1 1EE;51.5320414;-0.130593;Charles Dickens (1812-1870) lived in a house on Polygon - now buried beneath Somers Town Estate - in the 1820s, after the death of his father. Dickens made the Polygon home to Harold Skimpole, a character from his novel <em>Bleak House</em> (1853).;Greater London;-
Oscar Wilde (1854-1900);Tite Street, London;44 Tite St, Chelsea, London SW3;51.4854904;-0.1606832;Oscar Wilde (1854-1900), born in Dublin, Ireland, moved to Tite Street with his wife in 1884, and would write all his plays here as well as <me>The Picture of Dorian Gray</em> (1890), his only novel. He was forced to leave this house in 1895, due to his imprisonment, after which both the house and its interior were auctioned off.;Greater London;Blue Plaque (English Heritage)
Arthur Conan Doyle (1859-1930);Tower Road, Hindhead;Tower Rd, Hindhead GU26;51.1142166;-0.7382118000000001;Undershaw in Hindhead was built especially for Arthur Conan Doyle (1859-1930). The Scottish born writer lived here from 1897 to 1907. Here Doyle wrote many of his works, including the Sherlock Holmes-novel <em>The Hound of the Baskervilles</em> (1902). After Doyle moved out, Undershaw served as an hotel until 2004. Attempts by Holmes-fans to turn the property into a museum failed. Today Undershaw houses Stepping Stones School, a school for children with special needs.;South East;-
Arthur Conan Doyle (1859-1930);Bush House, Portsmouth;Bush House, Elm Grove, Portsmouth, Southsea PO5 1JH;50.79044870000001;-1.0907153;Arthur Conan Doyle (1859-1930) wrote <em>A Study in Scarlet</em> (1887) and <em>The Sign of Four</em> (1890) whilst living in Southsea, a seaside resort in Portsmouth. He arrived there in 1882 to set up a doctor’s practice. Due to lack of patients he was able to write. Unfortunately the property at Bush Villas no longer exists. Following extensive bombing during World War II, many of the historical properties in Elm Grove were destroyed. A plaque commemorates Doyle as a former resident.;South East;Plaque
Arthur Conan Doyle (1859-1930);Windlesham Manor, Crowborough;Windlesham Manor Residential H, Hurtis Hill, Crowborough TN6 3AA;51.0447921;0.154028;Arthur Conan Doyle (1859-1930) moved to Windlesham Manor, now a Residential Care Home, in 1907.  He died here in 1930. Doyle is locally remembered with a statue on Crowborough Cross.;South East;Statue
Thomas Hardy (1840-1928);Hardy’s Cottage, Higher Bockhampton;Hardy’s Cottage, Higher Bockhampton, DT2 8QJ;50.7302313;-2.3899295;Thomas Hardy (1840-1928) was born here in a cottage in Higher Bockhampton. Today the cottage is a museum, called Hardy’s Cottage. The cottage is maintained by the National Trust and open to public.;South West;Museum (National Trust)
Thomas Hardy (1840-1928);Max Gate, Dorchester;Alington Ave, Dorchester DT1 2AB;50.7081396;-2.4199874;Thomas Hardy (1840-1928), trained as an architect in Dorchester, designed and built Max Gate in 1885 and lived there until his death in 1928. In Max Gate he wrote, among other novels, <em>Tess of the d’Urbervilles</em> (1891). In 1940, Hardy’s sister bequeathed the property to the National Trust.;South East;Museum (National Trust)
Lord Byron (1788-1824);Burgage House, Southwell ;Burgage House, King St, Southwell NG25 0EN;53.0787785;-0.9539533;Before becoming that ‘most brilliant star’ of English poetry, Lord Byron (1788-1824) visited Burgage House many times between 1803 and 1807 to see his mother, during his holidays from Harrow and Cambridge. In 1806, Burgage House was the scene of a scandal involving a young Lord Byron, and the daughter of the house, Julia Leacroft.;East Midlands;-
William Wordsworth (1770-1850);Wordsworth House and Garden, Cockermouth;Wordsworth House and Garden, Main St, Cockermouth CA13 9RX;54.6636075;-3.3679906;William Wordsworth (1770-1850) was born in what is now known as Wordsworth House, a house in the Lake District. The Georgian townhouse, now in the hands of the National Trust, was home to Wordsworth during the 1770s.;North West;Museum (National Trust)
William Wordsworth (1770-1850);Alfoxton House, Bridgewater;Alfoxton House, Bridgewater TA5;51.1638;-3.2085;William Wordsworth (1770-1850) lived at Alfoxton House between July 1797 and June 1798, during the time of his friendship with fellow poet Samuel Taylor Coleridge. The house was home to American troops and nurses during World War Two. The house is now called Alfoxton Park Hotel and has been privately owned since 2011.;South West;-
William Wordsworth (1770-1850);Dove Cottage, Grasmere;Grasmere, Ambleside LA22 9SH;54.4543444;-3.0164231;William Wordsworth (1770-1850) lived here in Dove Cottage from 1799 to 1808. Called by the poet 'the loveliest spot that man hath ever found’, the cottage is now being maintained as a museum by the Wordsworth Trust and is open to visitors.;North West;Museum (The Wordsworth Trust)
William Wordsworth (1770-1850);Rydal Mount and Gardens, Ambleside;Rydal Mount and Gardens, Rydal Mount, Ambleside LA22 9LU;54.44883369999999;-2.9819995;Home to William Wordsworth (1770-1850) from 1813 to his death in 1850, Rydal Mount in Ambleside currently is open to public as a museum.;North West;Museum
Samuel Taylor Coleridge (1772-1834);Coleridge Cottage, Bridgewater;35 Lime St, Nether Stowey, Bridgewater TA5 1NQ;51.1521695;-3.1578967;Samuel Taylor Coleridge (1772-1834) wrote his poem <em>The Rime of the Ancient Mariner</em> (1798) in what is now known as Coleridge Cottage, a house he rented between 1797 and 1799. The property was privately owned until 1909, after which it was donated to the National Trust. The house has been a a museum ever since.;South East;Writer’s home (The National Trust)
Samuel Taylor Coleridge (1772-1834);Greta Hall, Keswick;Greta Hall, Main St, Keswick CA12 5NH;54.6030968;-3.1416889;Samuel Taylor Coleridge (1772-1834) lived here with his family from 1800 until 1803 and was regularly visited here by his friend and fellow poet William Wordsworth. The house is currently used as a Bed & Breakfast.;North West;-
Samuel Taylor Coleridge (1772-1834);Coleridge House, London;Coleridge House, 15 Coleridge Rd, London N8 8EH;51.5774082;-0.1281348;Due to his opium addiction, Samuel Taylor Coleridge (1772-1834) took up residence in the Highgate homes of a physician in 1816. He would live there for the rest of his life, and would eventually die there, in 1834. Now, the house is privately owned, and was bought in 2011 by British model Kate Moss.;Greater London;-
Alfred Lord Tennyson (1809-1892);Somersby House, Somersby;Somersby House, PE23 4NR;53.2337494;0.0099469;Now a private home called Somersby House, the rectory in Somersby was home to the parents of Alfred Lord Tennyson (1809-1892) from 1808 to 1837. His Lincolnshire roots would later feature in much of his poetry.;East Midlands;-
Alfred Lord Tennyson (1809-1892);Beech Hill House, Reading;Beech Hill House, Manor Road, IG10 4AD;51.6629333;0.0304432;The property on this location, called Beech Hill House, was home to Alfred Lord Tennyson (1809-1892) from 1837 to 1840.;Greater London;-
Alfred Lord Tennyson (1809-1892);Chapel House, Twickenham;Chapel House, 15 Montpelier Row, Twickenham, TW1 2NQ;51.4506718;-0.3194678;Once described by him as ‘the most lovely house with a beautiful view in every room’, Alfred Lord Tennyson (1809-1892) wrote his poem <em>Ode on the Death of the Duke of Wellington</em> whilst living in Chapel House.;Greater London;Blue Plaque (English Heritage)
Alfred Lord Tennyson (1809-1892);Bedbury Lane, Freshwater;Bedbury Ln, Freshwater PO40 9PE;50.674674;-1.524372;Farringford House on the Isle of Wight was bought in 1856 by Alfred Lord Tennyson (1809-1892). Although he moved to West Sussex in 1869, he kept staying in the house during winters. The house was turned into a hotel in the 1940s, and is currently a self catering accommodation.;South East;-
Alfred Lord Tennyson (1809-1892);Aldworth House, Haslemere;Aldworth House, Tennyson's Ln, Haslemere GU27 3BJ;51.0689693;-0.6802273999999999;Alfred Lord Tennyson (1809-1892) moved to Aldworth House in 1869, where he would be visited by writer-friends like George Eliot and Henry James. Tennyson eventually passed away here in 1892, holding a copy of Shakespeare in his hands. The house was sold to a private owner in 2008.;South East;-
Kingsley Amis (1922–1995);Lemmons, London;Lemmons, Barnet EN5;51.6602811;-0.1921971;Kingsley Amis (1922-1995) wrote several novels in a house called Lemmons, as did his son Martin Amis (1949). Cecil Day-Lewis, father of actor Daniel Day-Lewis, died in this house and wrote his last poem <em>At Lemmons</em> whilst residing here.;Greater London;-
Virginia Woolf (1882-1941);Hyde Park, London ;22 Hyde Park Pl, London W2;51.5126797;-0.1654738;Birthplace of Virginia Woolf (1882-1941). The house was sold to a private owner after the death of her father in 1904. Her fathers death left Woolf bereaved and depressed.;Greater London;Blue Plaque (English Heritage)
Virginia Woolf (1882-1941);Gordon Square, London;46 Gordon Square, Kings Cross, London WC1H 0PD;51.52448039999999;-0.1300868;Virginia Woolf (1882-1941) moved to this house after the death of her father in 1904. The house was frequented by members of the Bloomsbury Group. A Blue Plaque marks the fact that economist John Maynard Keynes (1883–1946) also lived here, after Woolf moved.;Greater London;Blue Plaque (English Heritage)
Virginia Woolf (1882-1941);Talland House, Saint Ives;Trevail Apartments, 7 Talland Rd, Saint Ives TR26 2DF;50.209022;-5.479366;Talland House was rented by the father of Virginia Woolf (1882-1941) between 1881 and 1895. Woolf would later use the house and its surroundings - most notably the lighthouse of the coast of St. Ives - for her novel <em>To the Lighthouse</em> (1927).;South West;
Virginia Woolf (1882-1941);Monk’s House, Lewes;Rodmell, Lewes BN7 3HF;50.8386959;0.0165872;Loved for the 'shape and fertlity and wildness of the garden’, Virgina Woolf (1882-1941) discovered Monk’s House in 1919. The house is situated near the river Ouse, where she would drown herself in 1941. Her cremated remains were buried beneath an elm tree in the garden of Monk's House, by her husband Leonard. The house is now owned by the National Trust.;South East;Museum (National Trust)
Bram Stoker (1847-1912);St. George’s Square, London;26 St George's Square, Pimlico, London SW1V,;51.48889029999999;-0.1350325;Bram Stoker (1847-1912), born in Dublin, Ireland, lived and worked in London for 27 years as business manager. He died in this house in London 1912.;Greater London;-
Daphne du Marier (1907-1989);Cannon Hall, Hampstead;Cannon Hall, 14 Cannon Place, Hampstead, NW3;51.5602046;-0.1773481;This house was the family home of Daphne du Maurier (1907-1989), famous for novels such as <em>Rebecca</em> (1938) and <em>The Birds</em> (1952). English Heritage caused controversy in 2008 when they rejected an application to commemorate this house with a Blue Plaque. In 2011 a plaque was mounted by the Heath and Hampstead Society The house is privately owned.;Greater London;Plaque (Heath and Hampstead Society)
Daphne du Marier (1907-1989);Menabilly House, Tywardreath and Par;Tywardreath and Par, PL24;50.3576819;-4.691745;Home to Daphne du Maurier (1907-1989) from 1943 to 1969, Menabilly House formed the inspiration for Manderley, the country estate that plays a central role in Du Mauriers gothic novel <em>Rebecca</em> (1938);South West;-
George Orwell (1903-1950);Portobello Road, London;22 Portobello Rd, London W11 3DH;51.5112573;-0.1986868;Born in Motihari, India, George Orwell - born as Eric Arthur Blair (1903-1950) - moved to England as a small boy and lived on multiple locations in Oxfordshire. In 1927 he moved to this London house on Portobello Road, where a Blue Plaque commemorates his residence.;Greater London;Blue Plaque (English Heritage)
George Orwell (1903-1950);Canonbury Square, London;27B Canonbury Square, London N1 2AL;51.5436767;-0.0992618;George Orwell (1903-1950) moved here in the autumn of 1944, after a V-1 bomb struck his former home on Mortimer Crescent. He lived on Canonbury Square between 1944 and 1948, during which time <em>Animal Farm</em> (1945) was published and he started on writing <em>NineteenEightyFour</em> (1948).;Greater London;-
George Orwell (1903-1950);Montague House, Southwold;Montague House, Southwold High Street, Southwold, IP18 6DN;52.3271115;1.6755368;George Orwell (1903-1950) stayed in his family home on numerous occasions during his live. It was here that he worked on the novel <em>A Clergyman’s Daughter</em> (1935).;East Anglia;-
George Orwell (1903-1950);The Stores, Baldock;The Stores, 2 Kit's Lane, Wallington, Baldock, Hertfordshire SG7 6SP;51.9879941;-0.1215171;After the publication of <em>The Road to Wigan Pier</em> (1936), George Orwell (1903-1950) moved to this cottage in Wallington. He kept the cottage for more than ten years and wrote <em>Animal Farm</em> (1945) whilst living in The Stores. Here Orwell drew inspiration from the surrounding farm life. A commemorative plaque was placed here in 1989 by the Hertfordshire County Council. The plaque mistakenly refers to Orwell living here until 1940. He had the lease until 1947.;East Anglia;Commemorative Plaque (Hertfordshire County Council)
William Shakespeare (1564-1616);Shakespeare’s Birthplace, Stratford-upon-Avon;Henley St, Stratford-upon-Avon CV37 6QW;52.1939704;-1.7084317;Now called The Shakespeare Centre, or Shakespeare’s Birthplace, and open as a museum, this is the house where William Shakespeare (1564-1616) was born.;West Midlands;Museum (Shakespeare Birthplace Trust)
William Shakespeare (1564-1616);New Place, Stratford-upon-Avon ;22 Chapel St, Stratford-upon-Avon CV37 6EP;52.1908357;-1.7074775;Demolished in 1759, New Place was the final place of residence of William Shakespeare (1564-1616). He died there in 1616. The Shakespeare Birthplace Trust acquired New Place in 1876. Today the site is accessible through a museum that resides next to the plot of land.;West Midlands;Museum (Shakespeare Birthplace Trust)
John Donne (1573-1631);Pyrford Place, Pyrford;Pyrford Place, ’Summer House’, Pyrford, 8UB GU22;51.310646;-0.5432861;After an elopement, and time in prison, John Donne (1572-1631) retired to a small house in Pyrford, where he lived from 1600 to 1604.;South East;Blue Plaque (English Heritage)
Laurence Sterne (1713-1768);Main Street, Sutton-on-the-Forest;Main St, Sutton-on-the-Forest, York YO61;54.0747746;-1.1071052;House of Laurence Sterne (1713-1768), who was a vicar in Sutton-on-the-Forest from 1738 to 1768. Sterne's vicarage, next to the church, was destroyed by fire in 1765.;Yorkshire and the Humber;-
Laurence Sterne (1713-1768);Old Bond Street, London;41 Old Bond St, Mayfair, London W1S;51.5085152;-0.1404408;Less than a month after the publication of <em>Sentimental Journey</em> (1768), Laurence Sterne (1713-1768) died here at the age of 54. He was buried in the churchyard of St George's, Hanover Square.;Greater London;-
Geoffrey Chaucer (c. 1343 – 1400);Palace on the Pillars, London;Palace on the Pillars, Aldgate, Aldgate High Street, EC3N;51.5139669;-0.0755279;A wooden structure, called Palace on the Pillars, was built here in 2012 for the London summer Olympics, to mark the location of the historic Aldgate, the gateway where Geoffrey Chaucer (1343-1400) lived from 1374 to 1386. Aldgate, the original eastern most gateway of London, was demolished in 1761.;Greater London;Wooden Structure (Palace on the Pillars)
Iris Murdoch (1919-1999);Charlbury Road, Oxford;30 Charlbury Rd, Oxford OX2 6UU;51.772023;-1.2589887;Bought in 1988 by Iris Murdoch (1919-1999), the author of the Man Booker Prize-winning novel <em>The Sea, the Sea</em> (1978) died here in 1999.;South East;-
A.A. Milne (1882-1956);Cotchford Farm, Hartfield ;Cotchford Farm, Cotchford Ln, Hartfield TN7 4DN;51.0902283;0.106988;After he was injured during the Battle of the Somme, and being discharged in February 1919, A.A. Milne (1882-1956) first settled in London. In 1925 he bought this country home, Cotchford Farm, were the author would die in 1956, at the age of 74. The house also belonged to Rolling Stones-founder Brian Jones, who was found dead in the pool of Cotchford Farm in 1969.;South West;-
J.M. Barrie (1860-1937);Black Lake Cottage, Farnham;Black Lake Cottage, now known as ‘Barrie House’, Lobswood Manor, Tilford Road, Lower Bourne, Farnham GU10 3RW;51.1940798;-0.7789928;Bought in 1900, Black Lake Cottage became an escape for playwright J.M. Barrie (1860-1937). At Black Lake Cotage, he entertained the Llewelyn Davies family, well knowm for being the inspiration for the main characters in Peter Pan.;South East;-
J.M. Barrie (1860-1937);Bayswater Road, London;Bayswater Rd, London;51.511537;-0.1763168;J.M. Barrie not only lived here: the house inspired him to write about a boy who never grew up: Peter Pan. A statue of Pan was erected here in 1912. After Barrie got divorced in 1909, he sold the house to the widow of Antarctic explorer Robert Falcon Scott (1868-1912). The house was sold again in 2015.;Greater London;Statue (of Peter Pan)
Henry Williamson (1895-1977);Eastern Road, London;21 Eastern Rd, London SE4;51.4582705;-0.0250782;Birthplace of Henry Williamson (1895-1977), who would later become famous for his novel <em>Tarka the Otter</em> (1927).;Greater London;Blue Plaque (English Heritage)
Henry Williamson (1895-1977);Skirr Cottage, Georgeham;Church Rd, Croyde, Georgeham EX33 1JL;51.1374377;-4.1962632;After serving in the First World War, Henry Williamson (1895-1977) lived in Skirr Cottage from 1921 to 1925. Here he wrote his first published work, <em>The Beautiful Years</em> (1921) and <em>Tarka the Otter</em> (1927). Williamson is buried in the village churchyard.;South West;Blue Plaque (English Heritage)
Henry Williamson (1895-1977);Old Hall Farm, Stiffkey;Farmed Old Hall Farm, Stiffkey, NR23 1QQ;52.9495422;0.9231578;Henry Williamson (1895-1977), purchased Old Hall Farm in Stiffkey in 1936. After eight years he abandoned the farm and returned to Devon. He recorded his experiences in Stiffkey in <em>The Story of a Norfolk Farm</em> (1941).;East Anglia;Blue Plaque (English Heritage)
Henry Williamson (1895-1977);Wooden Writing Hut, Georgeham;Wooden Writing Hut, Ox's Cross, Oxford Cross, Georgeham, North Devon EX33;51.1387976;-4.2018034;In 1927 Henry Williamson (1895-1977) published his most acclaimed novel, <em>Tarka the Otter</em>, which won him the Hawthornden Prize in 1928. With the money he earned with <em>Tarka</em> he purchased a wooden hut near Georgeham. In this hut he wrote many of his books. The wooden writing hut was granted Grade II listed status by English Heritage in July 2014 because of its ‘historical interest’. In the mid 1970s Williamson built a manor house on the plot of land, next to the wooden writing hut. That house was put on market in 2014. Williamsons body is buried in the churchyard of Georgeham.;South West;Grade II listed
Lewis Carroll (1832-1898);Lewis Carroll’s Birthplace, Daresbury;Daresbury Parsonage, Morphany Lane, Daresbury, WA4;53.3219696;-2.617979;Lewis Carroll (Charles Dodgson, 1832-1898) was born in Daresbury in 1832 and lived there until 1843. Destroyed by fire over a hundred years ago, all that remains of his birth home is a brick outline, that is being maintained by the National Trust as the Lewis Carroll’s Birthplace.;North West;The National Trust
Lewis Carroll (1832-1898);The Mill Race, Croft on Tees;The Mill Race, Croft on Tees, North Yorkshire, DL2 2SG;54.4831304;-1.5558308;This rectory in Croft was where the family of Lewis Carroll (1832-1898)  lived for 25 years. Carroll supposedly based the grinning Cheshire Cat, that appears in <em>Alice in Wonderland</em> (1865), on a carving in Croft Church.;Yorkshire and the Humber;-
Lewis Carroll (1832-1898);The Chestnuts, Guildford;The Chestnuts, Castle Hill, Guildford, GU1 3SX;51.2334144;-0.5736977;Lewis Carroll (1832-1898) passed away in The Chestnuts in 1898. He is buried close by in Guildford, at the Mount Cemetery.;South East;Memorial plaque
D.H. Lawrence (1885-1930);D.H. Lawrence Birthplace Museum, Nottingham;8a Victoria St, Eastwood, Nottingham NG16 3AW;53.018567;-1.3070662;Now the D.H. Lawrence Birthplace Museum, D.H. Lawrence (1885-1930) was born here in 1885.;East Midlands;Museum
D.H. Lawrence (1885-1930);Mountain Cottage, Middleton-by-Wirksworth;Mountain Cottage, Via Gellia, Middleton-by-Wirksworth, DE4 4;53.1041734;-1.6079363;Described by himself as a ‘nice place’, D.H. Lawrence (1885-1930) lived in Mountain Cottage for almost a year, from 1918 to early 1919. Here he wrote his short story <em>Wintry Peacock</em>, published in 1921.;East Midlands;-
Evelyn Waugh (1903-1966);Hillfield Road, London;11 Hillfield Rd, London NW6 1QD;51.5519233;-0.2008691;Birthplace of Evelyn Waugh (1903-1966), writer of <em>Brideshead Revisited</em> (1945).;Greater London;-
Evelyn Waugh (1903-1966);Underhill, London;145 N End Rd, London NW11 7HT;51.5696975;-0.1859283;Referred to by Evelyn Waugh (1903-1966) as a ‘pleasure garden’, Waugh came to live in Underhill in 1907, in a house his father built.;Greater London;-
Evelyn Waugh (1903-1966);Piers Court, Dursley;Piers Court, Stinchcombe, Dursley GL11 6AS;51.68234500000001;-2.3845782;Evelyn Waugh (1903-1966) got married in London in 1937. As a wedding present, the bride's grandmother gave the newly weds Piers Court, a country house in Gloucestershire. Waugh lived here until 1956.;South West;-
Evelyn Waugh (1903-1966);Combe Florey House, Taunton;Combe Florey House, Combe Florey, Taunton TA4 3JD;51.0743751;-3.2128819;Combe Florey House was owned by Evelyn Waugh (1903-1966) and his son Auberon from 1956. Waugh died in this house and is buried in the Anglican churchyard nearby.;South West;-
Mary Shelley (1797-1851);Albion House, Marlow;Institute Rd, Marlow SL7 1BB;51.5703678;-0.7743203;Mary Shelley (1797-1851) moved to Albion House in Buckinghamshire in 1817 and lived there for a year. It was here that she completed <em>Frankenstein</em> (1818).;South East;-
Mary Shelley (1797-1851);Chester Square, London ;24 Chester Square, Belgravia, London SW1W;51.4950334;-0.1502838;On 1 February 1851, Mary Shelley (1797-1851) passed away at the age of fifty-three in this house on Chester Square, where she had moved to in 1846.;Greater London;-
Anthony Trollope (1815-1882);Waltham House, London;104 High St, Waltham Cross EN8 7BX;51.6849195;-0.0327544;Anthony Trollope (1815-1882) lived at Waltham House for twelve years, from 1859 to 1871, and wrote most of his novels here. Waltham House was demolished in 1936 and the site is now occupied by a pub.;Greater London;A Pub with a literary theme
Anthony Trollope (1815-1882);The Grange, South Harting;North Ln, Petersfield GU31;50.971596;-0.8808163999999999;In 1880, Anthony Trollope (1815-1882) moved The Grange, South Harting. where he would die two years later, in 1882. Both his pen, paperknife and letter scales are on display in the parish church.;South East;-
Robert Louis Stevenson (1850-1894);Skerryvore, Bournemouth;Skerryvore, 8DU,, 63 Alum Chine Rd, Bournemouth BH4;50.7193413;-1.9042553;Destroyed in 1940 at the beginning of the Second World War, Scottish born Robert Louis Stevenson (1850-1894) lived in a house called Skerryvore between 1885 and 1887. It was here that he wrote <em>The Strange Case of Dr Jekyll and Mr Hyde</em> (1886). The house was named after the tallest lighthouse in Scotland, that was built by Stevensons’ uncle. A memorial garden, dedicated to the writer, is situated on the plot.;South West;Memorial plaque
J.R.R.Tolkien (1892-1973);Wake Green Road, Birmingham;264 Wake Green Rd, Birmingham B13 9QF;52.4350356;-1.8582925;Home to J.R.R. Tolkien (1892-1973) between 1896 and 1900. Tolkien based many elements from his <em>The Lord of the Rings</em>-trilogy on the surroundings of this house in Birmingham.;West Midlands;-
J.R.R. Tolkien (1892-1973);Darnley Road, Leeds;2 Darnley Rd, Leeds LS16 5JF;53.8331368;-1.5939613;In 1920 J.R.R. Tolkien (1892-1973) became professor in English at the University of Leeds and moved to this house. It was here that he produced his academic standard work <em>Sir Gawain and the Green Knight</em> (1925).;Yorkshire and the Humber;Blue Plaque (English Heritage)
J.R.R. Tolkien (1892-1973);Northmoor Road, Oxford;20 Northmoor Rd, Oxford OX2 6UR;51.770903;-1.2604332;J.R.R. Tolkien (1892-1973) lived here from 1930 to 1947 and wrote both <em>The Hobbit</em> (1937) and the first two books of the <em>The Lord of the Rings</em>-trilogy whilst living in this house.;South East;Blue Plaque (English Heritage)
C.S. Lewis (1898-1963);The Kilns, Oxford;The Kilns, Oxford OX3 8JD;51.7567405;-1.1899121;In 1930 C.S. Lewis (1898-1963) moved into The Kilns, a house on the outskirts of Oxford. In The Kilns Lewis took in child evacuees during the Second World War. He died here in 1963.;South East;-
Roald Dahl (1916-1990);The Roald Dahl Museum, Great Missenden;Gipsy House, Whitefield Lane, HP16 0BP;51.6477658;-0.8498895;Roald Dahl (1916-1990) lived here from 1954 to his death in 1990. Inspired by his favourite author Dylan Thomas (1914-1953), who wrote in a shed overlooking the Taf Estuary during the last eight years of his life, Dahl wrote many of his most famous novels whilst working in his  own writing hut in the garden of his house at Great Missenden, now open as a museum. ;South East;-
Rudyard Kipling (1865-1936);Lorne Lodge, Southsea;Lorne Lodge, 4 Campbell Road, PO5, Southsea;50.7901161;-1.0834609;Born in Bombay, India, Rudyard Kipling (1865-1936) moved to England when he was five years old and lived in Southsea from 1871 to 1877.;;-
Rudyard Kipling (1865-1936);Kipling House, London;Kipling House, 43 Villiers St, London WC2N 6NE;51.5079959;-0.1234603;Rudyard Kipling (1865-1936) stayed here for two years and wrote his first magazine articles whilst living in what is now called Kipling House.;Greater London;Kipling House’
Rudyard Kipling (1865-1936);Rock House, Torquay;Torquay;50.4619209;-3.525315;Rudyard Kipling (1865-1936) lived in ‘dream home’ Rock House in Torquay, Cornwall, for a year, from 1896 to 1897, after living in America.;South West;-
Rudyard Kipling (1865-1936);Bateman’s, Burwash;Bateman's Ln, Burwash, Etchingham TN19 7DS;50.9893081;0.3794807;‘It is a good and peaceable place. We have loved it ever since our first sight of it.’ Rudyard Kipling (1865-1936) bought Bateman's in 1902 and lived here until his death in 1936. The Jacobean mansion is now in the hands of the National Trust and open to public.;South East;Museum (National Trust)
